"","Mosquitoes_mean","y"
"1",0,-4.71545417279754
"2",55.971588460202,-4.71532121272434
"3",111.943176920404,-4.70937652189123
"4",167.914765380606,-4.70869784114392
"5",223.886353840808,-4.70778978876717
"6",279.85794230101,-4.70349537325197
"7",335.829530761212,-4.69327058654547
"8",391.801119221414,-4.6796008411265
"9",447.772707681616,-4.68052453635627
"10",503.744296141818,-4.6804400399296
"11",559.71588460202,-4.68073660446857
"12",615.687473062222,-4.68094215013016
"13",671.659061522424,-4.68221053404515
"14",727.630649982626,-4.68298434119379
"15",783.602238442828,-4.6829874384207
"16",839.57382690303,-4.68301614106914
"17",895.545415363232,-4.68310622401911
"18",951.517003823434,-4.68298723243493
"19",1007.48859228364,-4.68499329842955
"20",1063.46018074384,-4.68558120763512
"21",1119.43176920404,-4.68580924973456
"22",1175.40335766424,-4.68572764950634
"23",1231.37494612444,-4.68599090657779
"24",1287.34653458465,-4.68491983968033
"25",1343.31812304485,-4.68487043970201
"26",1399.28971150505,-4.67153214706523
"27",1455.26129996525,-4.6702277588698
"28",1511.23288842545,-4.66795081650743
"29",1567.20447688566,-4.66746527848262
"30",1623.17606534586,-4.66742378783549
"31",1679.14765380606,-4.66724663812659
"32",1735.11924226626,-4.66766625500923
"33",1791.09083072646,-4.66754114427688
"34",1847.06241918667,-4.66757974356761
"35",1903.03400764687,-4.66755112202031
"36",1959.00559610707,-4.66731104655403
"37",2014.97718456727,-4.66739693324175
"38",2070.94877302747,-4.66738122172007
"39",2126.92036148768,-4.66742026651552
"40",2182.89194994788,-4.66746388082482
"41",2238.86353840808,-4.66746388082482
"42",2294.83512686828,-4.66742777657165
"43",2350.80671532849,-4.66735753158299
"44",2406.77830378869,-4.66735753158299
"45",2462.74989224889,-4.66715994175047
"46",2518.72148070909,-4.66669389787461
"47",2574.69306916929,-4.66656548775419
"48",2630.6646576295,-4.66634212760495
"49",2686.6362460897,-4.66561757593507
"50",2742.6078345499,-4.66441196666674
"51",2798.5794230101,-4.66441196666674
"52",2854.5510114703,-4.66461945056
"53",2910.52259993051,-4.66461945056
"54",2966.49418839071,-4.66461945056
"55",3022.46577685091,-4.66437419819178
"56",3078.43736531111,-4.66407407345355
"57",3134.40895377131,-4.66005566632277
"58",3190.38054223152,-4.65854154828435
"59",3246.35213069172,-4.6584218769697
"60",3302.32371915192,-4.6584218769697
"61",3358.29530761212,-4.65722816986562
"62",3414.26689607232,-4.65722816986562
"63",3470.23848453253,-4.65722816986562
"64",3526.21007299273,-4.65722816986562
"65",3582.18166145293,-4.65722816986562
"66",3638.15324991313,-4.65710490126756
"67",3694.12483837333,-4.65710490126756
"68",3750.09642683354,-4.65710490126756
"69",3806.06801529374,-4.65636548000946
"70",3862.03960375394,-4.65636548000946
"71",3918.01119221414,-4.65636548000946
"72",3973.98278067434,-4.65636548000946
"73",4029.95436913455,-4.65636548000946
"74",4085.92595759475,-4.65636548000946
"75",4141.89754605495,-4.65636548000946
"76",4197.86913451515,-4.65636548000946
"77",4253.84072297535,-4.65636548000946
"78",4309.81231143556,-4.65636548000946
"79",4365.78389989576,-4.65299586101217
"80",4421.75548835596,-4.65299586101217
"81",4477.72707681616,-4.65299586101217
"82",4533.69866527636,-4.65299586101217
"83",4589.67025373657,-4.65299586101217
"84",4645.64184219677,-4.65299586101217
"85",4701.61343065697,-4.65299586101217
"86",4757.58501911717,-4.65299586101217
"87",4813.55660757737,-4.65299586101217
"88",4869.52819603758,-4.65299586101217
"89",4925.49978449778,-4.65299586101217
"90",4981.47137295798,-4.65299586101217
"91",5037.44296141818,-4.65299586101217
"92",5093.41454987838,-4.65299586101217
"93",5149.38613833859,-4.65299586101217
"94",5205.35772679879,-4.65299586101217
"95",5261.32931525899,-4.65299586101217
"96",5317.30090371919,-4.65299586101217
"97",5373.27249217939,-4.65299586101217
"98",5429.2440806396,-4.65299586101217
"99",5485.2156690998,-4.65299586101217
"100",5541.18725756,-4.65299586101217
