"","Mosquitoes_mean","y"
"1",0,-5.76270977609355
"2",55.971588460202,-5.76127312205763
"3",111.943176920404,-5.76113095981654
"4",167.914765380606,-5.76070429657072
"5",223.886353840808,-5.75843046190434
"6",279.85794230101,-5.75719675983119
"7",335.829530761212,-5.75457166843699
"8",391.801119221414,-5.74832606872803
"9",447.772707681616,-5.74428534617538
"10",503.744296141818,-5.73906613926644
"11",559.71588460202,-5.73877414744849
"12",615.687473062222,-5.7401377361938
"13",671.659061522424,-5.74175335143801
"14",727.630649982626,-5.74194597085908
"15",783.602238442828,-5.74196508134634
"16",839.57382690303,-5.74230114451365
"17",895.545415363232,-5.74242440666134
"18",951.517003823434,-5.74242440666134
"19",1007.48859228364,-5.74245628863855
"20",1063.46018074384,-5.74247947635693
"21",1119.43176920404,-5.74252402588652
"22",1175.40335766424,-5.74256543664231
"23",1231.37494612444,-5.74261478445691
"24",1287.34653458465,-5.74263078932888
"25",1343.31812304485,-5.74263078932888
"26",1399.28971150505,-5.74263078932888
"27",1455.26129996525,-5.74263078932888
"28",1511.23288842545,-5.742496353036
"29",1567.20447688566,-5.742496353036
"30",1623.17606534586,-5.742496353036
"31",1679.14765380606,-5.742496353036
"32",1735.11924226626,-5.742496353036
"33",1791.09083072646,-5.74243697685389
"34",1847.06241918667,-5.74243697685389
"35",1903.03400764687,-5.74243697685389
"36",1959.00559610707,-5.74243697685389
"37",2014.97718456727,-5.74243697685389
"38",2070.94877302747,-5.74228731859867
"39",2126.92036148768,-5.74214522400099
"40",2182.89194994788,-5.74214522400099
"41",2238.86353840808,-5.74214522400099
"42",2294.83512686828,-5.74214522400099
"43",2350.80671532849,-5.74202470374238
"44",2406.77830378869,-5.74197174223159
"45",2462.74989224889,-5.74197174223159
"46",2518.72148070909,-5.74197174223159
"47",2574.69306916929,-5.74170431169115
"48",2630.6646576295,-5.74170431169115
"49",2686.6362460897,-5.74165076513306
"50",2742.6078345499,-5.74142538815895
"51",2798.5794230101,-5.74130681618996
"52",2854.5510114703,-5.74130681618996
"53",2910.52259993051,-5.74130681618996
"54",2966.49418839071,-5.74130681618996
"55",3022.46577685091,-5.74130681618996
"56",3078.43736531111,-5.74130681618996
"57",3134.40895377131,-5.74130681618996
"58",3190.38054223152,-5.74130681618996
"59",3246.35213069172,-5.74110614264912
"60",3302.32371915192,-5.74110614264912
"61",3358.29530761212,-5.74081792637385
"62",3414.26689607232,-5.74007011461204
"63",3470.23848453253,-5.74007011461204
"64",3526.21007299273,-5.74007011461204
"65",3582.18166145293,-5.74007011461204
"66",3638.15324991313,-5.73812883647533
"67",3694.12483837333,-5.73812883647533
"68",3750.09642683354,-5.73812883647533
"69",3806.06801529374,-5.73812883647533
"70",3862.03960375394,-5.73812883647533
"71",3918.01119221414,-5.73812883647533
"72",3973.98278067434,-5.73812883647533
"73",4029.95436913455,-5.73812883647533
"74",4085.92595759475,-5.73812883647533
"75",4141.89754605495,-5.73812883647533
"76",4197.86913451515,-5.73812883647533
"77",4253.84072297535,-5.73812883647533
"78",4309.81231143556,-5.73812883647533
"79",4365.78389989576,-5.73812883647533
"80",4421.75548835596,-5.73812883647533
"81",4477.72707681616,-5.73812883647533
"82",4533.69866527636,-5.73812883647533
"83",4589.67025373657,-5.73812883647533
"84",4645.64184219677,-5.73812883647533
"85",4701.61343065697,-5.73812883647533
"86",4757.58501911717,-5.73812883647533
"87",4813.55660757737,-5.73812883647533
"88",4869.52819603758,-5.73812883647533
"89",4925.49978449778,-5.73812883647533
"90",4981.47137295798,-5.73812883647533
"91",5037.44296141818,-5.73812883647533
"92",5093.41454987838,-5.73812883647533
"93",5149.38613833859,-5.73812883647533
"94",5205.35772679879,-5.73812883647533
"95",5261.32931525899,-5.73812883647533
"96",5317.30090371919,-5.73812883647533
"97",5373.27249217939,-5.73812883647533
"98",5429.2440806396,-5.73812883647533
"99",5485.2156690998,-5.73812883647533
"100",5541.18725756,-5.73812883647533
