"","Mosquitoes_mean","y"
"1",0,-4.70479748776698
"2",55.971588460202,-4.69524331961485
"3",111.943176920404,-4.68041706348774
"4",167.914765380606,-4.67437865237732
"5",223.886353840808,-4.6701199425719
"6",279.85794230101,-4.66212463000483
"7",335.829530761212,-4.65769099645464
"8",391.801119221414,-4.65039361058091
"9",447.772707681616,-4.65185926502494
"10",503.744296141818,-4.65178093015392
"11",559.71588460202,-4.651677759335
"12",615.687473062222,-4.65252860095961
"13",671.659061522424,-4.65270350873064
"14",727.630649982626,-4.653455168549
"15",783.602238442828,-4.6535745011493
"16",839.57382690303,-4.65359872823775
"17",895.545415363232,-4.65402508093646
"18",951.517003823434,-4.65468938041245
"19",1007.48859228364,-4.65511747644112
"20",1063.46018074384,-4.65513890050785
"21",1119.43176920404,-4.65490213716795
"22",1175.40335766424,-4.6549258386926
"23",1231.37494612444,-4.65492741215539
"24",1287.34653458465,-4.65502771727389
"25",1343.31812304485,-4.65496675141693
"26",1399.28971150505,-4.65337383727625
"27",1455.26129996525,-4.65036876943792
"28",1511.23288842545,-4.64992410167014
"29",1567.20447688566,-4.64977922026681
"30",1623.17606534586,-4.65028884499316
"31",1679.14765380606,-4.65030497235438
"32",1735.11924226626,-4.65045824160686
"33",1791.09083072646,-4.65081765826386
"34",1847.06241918667,-4.65167802675664
"35",1903.03400764687,-4.6543870287824
"36",1959.00559610707,-4.6552891947339
"37",2014.97718456727,-4.65556844978119
"38",2070.94877302747,-4.65539779347693
"39",2126.92036148768,-4.65652796145292
"40",2182.89194994788,-4.65652796145292
"41",2238.86353840808,-4.65740902075742
"42",2294.83512686828,-4.65743433672285
"43",2350.80671532849,-4.65743943844234
"44",2406.77830378869,-4.65734171820774
"45",2462.74989224889,-4.65734171820774
"46",2518.72148070909,-4.65721722309948
"47",2574.69306916929,-4.65721722309948
"48",2630.6646576295,-4.6572766901053
"49",2686.6362460897,-4.65699633929828
"50",2742.6078345499,-4.6561033992324
"51",2798.5794230101,-4.6559227552015
"52",2854.5510114703,-4.65609779282677
"53",2910.52259993051,-4.65609779282677
"54",2966.49418839071,-4.65609779282677
"55",3022.46577685091,-4.65585108944508
"56",3078.43736531111,-4.65568731565174
"57",3134.40895377131,-4.65157497519479
"58",3190.38054223152,-4.65143692177553
"59",3246.35213069172,-4.65117715302006
"60",3302.32371915192,-4.65071921287208
"61",3358.29530761212,-4.6487887841224
"62",3414.26689607232,-4.6487887841224
"63",3470.23848453253,-4.6487887841224
"64",3526.21007299273,-4.6487887841224
"65",3582.18166145293,-4.6487887841224
"66",3638.15324991313,-4.64444972121461
"67",3694.12483837333,-4.64444972121461
"68",3750.09642683354,-4.64341450220676
"69",3806.06801529374,-4.63833921700659
"70",3862.03960375394,-4.63474603435926
"71",3918.01119221414,-4.63271267268065
"72",3973.98278067434,-4.63047724813722
"73",4029.95436913455,-4.63047724813722
"74",4085.92595759475,-4.62913036321452
"75",4141.89754605495,-4.62097699923612
"76",4197.86913451515,-4.62097699923612
"77",4253.84072297535,-4.62097699923612
"78",4309.81231143556,-4.62097699923612
"79",4365.78389989576,-4.62097699923612
"80",4421.75548835596,-4.62097699923612
"81",4477.72707681616,-4.62097699923612
"82",4533.69866527636,-4.62097699923612
"83",4589.67025373657,-4.62097699923612
"84",4645.64184219677,-4.62097699923612
"85",4701.61343065697,-4.62097699923612
"86",4757.58501911717,-4.62097699923612
"87",4813.55660757737,-4.62097699923612
"88",4869.52819603758,-4.62097699923612
"89",4925.49978449778,-4.62097699923612
"90",4981.47137295798,-4.62097699923612
"91",5037.44296141818,-4.62097699923612
"92",5093.41454987838,-4.62097699923612
"93",5149.38613833859,-4.62097699923612
"94",5205.35772679879,-4.62097699923612
"95",5261.32931525899,-4.62097699923612
"96",5317.30090371919,-4.62097699923612
"97",5373.27249217939,-4.62097699923612
"98",5429.2440806396,-4.62097699923612
"99",5485.2156690998,-4.62097699923612
"100",5541.18725756,-4.62097699923612
