"","Habitat_Breadth_sqrt","y"
"1",0,-5.07671951354695
"2",0.0349909254054545,-5.07671951354695
"3",0.0699818508109091,-5.07671951354695
"4",0.104972776216364,-5.07671951354695
"5",0.139963701621818,-5.07671951354695
"6",0.174954627027273,-5.07671951354695
"7",0.209945552432727,-5.07671951354695
"8",0.244936477838182,-5.07671951354695
"9",0.279927403243636,-5.07671951354695
"10",0.314918328649091,-5.07671951354695
"11",0.349909254054545,-5.07671951354695
"12",0.38490017946,-5.07671951354695
"13",0.419891104865455,-5.07671951354695
"14",0.454882030270909,-5.07671951354695
"15",0.489872955676364,-5.07671951354695
"16",0.524863881081818,-5.07671951354695
"17",0.559854806487273,-5.07671951354695
"18",0.594845731892727,-5.07671951354695
"19",0.629836657298182,-5.07671951354695
"20",0.664827582703636,-5.07671951354695
"21",0.699818508109091,-5.07671951354695
"22",0.734809433514545,-5.07671951354695
"23",0.76980035892,-5.07671951354695
"24",0.804791284325455,-5.07671951354695
"25",0.839782209730909,-5.07671951354695
"26",0.874773135136364,-5.07671951354695
"27",0.909764060541818,-5.07671951354695
"28",0.944754985947273,-5.07671951354695
"29",0.979745911352727,-5.07671951354695
"30",1.01473683675818,-5.07671951354695
"31",1.04972776216364,-5.07671951354695
"32",1.08471868756909,-5.07671951354695
"33",1.11970961297455,-5.07671951354695
"34",1.15470053838,-5.07671951354695
"35",1.18969146378545,-5.07671951354695
"36",1.22468238919091,-5.07483020371229
"37",1.25967331459636,-5.07483020371229
"38",1.29466424000182,-5.07483020371229
"39",1.32965516540727,-5.07483020371229
"40",1.36464609081273,-5.07483020371229
"41",1.39963701621818,-5.07483020371229
"42",1.43462794162364,-5.07483020371229
"43",1.46961886702909,-5.07483020371229
"44",1.50460979243455,-5.07483020371229
"45",1.53960071784,-5.07483020371229
"46",1.57459164324545,-5.06484429380772
"47",1.60958256865091,-5.06484429380772
"48",1.64457349405636,-5.06484429380772
"49",1.67956441946182,-5.06484429380772
"50",1.71455534486727,-5.06484429380772
"51",1.74954627027273,-5.06484429380772
"52",1.78453719567818,-5.06484429380772
"53",1.81952812108364,-5.06484429380772
"54",1.85451904648909,-5.06484429380772
"55",1.88950997189455,-4.97372189104952
"56",1.9245008973,-4.97372189104952
"57",1.95949182270545,-4.97372189104952
"58",1.99448274811091,-4.97372189104952
"59",2.02947367351636,-4.97372189104952
"60",2.06446459892182,-4.97372189104952
"61",2.09945552432727,-4.97372189104952
"62",2.13444644973273,-4.97331544265792
"63",2.16943737513818,-4.97331544265792
"64",2.20442830054364,-4.97331544265792
"65",2.23941922594909,-4.97331544265792
"66",2.27441015135455,-4.97331544265792
"67",2.30940107676,-4.97331544265792
"68",2.34439200216545,-5.02199728887901
"69",2.37938292757091,-5.02199728887901
"70",2.41437385297636,-5.02199728887901
"71",2.44936477838182,-5.02199728887901
"72",2.48435570378727,-5.02199728887901
"73",2.51934662919273,-5.02199728887901
"74",2.55433755459818,-5.02279562271046
"75",2.58932848000364,-5.02279562271046
"76",2.62431940540909,-5.02279562271046
"77",2.65931033081455,-5.02279562271046
"78",2.69430125622,-5.02279562271046
"79",2.72929218162545,-5.02279562271046
"80",2.76428310703091,-5.03716246132959
"81",2.79927403243636,-5.03716246132959
"82",2.83426495784182,-5.03716246132959
"83",2.86925588324727,-5.03716246132959
"84",2.90424680865273,-5.03716246132959
"85",2.93923773405818,-5.03716246132959
"86",2.97422865946364,-5.03716246132959
"87",3.00921958486909,-5.03716246132959
"88",3.04421051027455,-5.03716246132959
"89",3.07920143568,-5.03716246132959
"90",3.11419236108545,-5.03716246132959
"91",3.14918328649091,-5.03716246132959
"92",3.18417421189636,-5.03716246132959
"93",3.21916513730182,-5.03716246132959
"94",3.25415606270727,-5.03716246132959
"95",3.28914698811273,-5.03716246132959
"96",3.32413791351818,-5.03716246132959
"97",3.35912883892364,-5.03716246132959
"98",3.39411976432909,-5.03716246132959
"99",3.42911068973455,-5.03716246132959
"100",3.46410161514,-5.03716246132959
