"","Mosquitoes_mean","y"
"1",0,-5.05311433092268
"2",54.3243601662626,-5.05365022695456
"3",108.648720332525,-5.05309769516531
"4",162.973080498788,-5.05347738516323
"5",217.29744066505,-5.05310684399677
"6",271.621800831313,-5.0524260812828
"7",325.946160997576,-5.05165896961148
"8",380.270521163838,-5.05148727175409
"9",434.594881330101,-5.04772718903592
"10",488.919241496364,-5.04736813347558
"11",543.243601662626,-5.04765566224206
"12",597.567961828889,-5.04750823637515
"13",651.892321995151,-5.04816530113886
"14",706.216682161414,-5.0486966009365
"15",760.541042327677,-5.04993807449428
"16",814.865402493939,-5.05045783043653
"17",869.189762660202,-5.05069420888602
"18",923.514122826465,-5.05064401139776
"19",977.838482992727,-5.04999701837775
"20",1032.16284315899,-5.05099500461526
"21",1086.48720332525,-5.05151648727944
"22",1140.81156349152,-5.05194811577762
"23",1195.13592365778,-5.05187858450014
"24",1249.46028382404,-5.05197242382813
"25",1303.7846439903,-5.05197242382813
"26",1358.10900415657,-5.0519093111614
"27",1412.43336432283,-5.05101211319722
"28",1466.75772448909,-5.04939814014032
"29",1521.08208465535,-5.04774220694478
"30",1575.40644482162,-5.04731023426862
"31",1629.73080498788,-5.04725101932855
"32",1684.05516515414,-5.04734051512393
"33",1738.3795253204,-5.0471012022696
"34",1792.70388548667,-5.04701752837828
"35",1847.02824565293,-5.04701752837828
"36",1901.35260581919,-5.04687079577319
"37",1955.67696598545,-5.04684106348504
"38",2010.00132615172,-5.04674490949929
"39",2064.32568631798,-5.04663092069815
"40",2118.65004648424,-5.04649208191736
"41",2172.9744066505,-5.04649208191736
"42",2227.29876681677,-5.04639209204558
"43",2281.62312698303,-5.04639209204558
"44",2335.94748714929,-5.04632836334058
"45",2390.27184731556,-5.04627123778137
"46",2444.59620748182,-5.04603766879015
"47",2498.92056764808,-5.04600619489603
"48",2553.24492781434,-5.04603449987295
"49",2607.56928798061,-5.04573304928919
"50",2661.89364814687,-5.04714043187069
"51",2716.21800831313,-5.04453910363459
"52",2770.54236847939,-5.04477675725464
"53",2824.86672864566,-5.04489388309881
"54",2879.19108881192,-5.04493693755149
"55",2933.51544897818,-5.04493693755149
"56",2987.83980914444,-5.04493693755149
"57",3042.16416931071,-5.04484532663492
"58",3096.48852947697,-5.04484532663492
"59",3150.81288964323,-5.04333498666321
"60",3205.13724980949,-5.04294579456898
"61",3259.46160997576,-5.04270126799148
"62",3313.78597014202,-5.04270126799148
"63",3368.11033030828,-5.04254000166013
"64",3422.43469047455,-5.04254000166013
"65",3476.75905064081,-5.04254000166013
"66",3531.08341080707,-5.04254000166013
"67",3585.40777097333,-5.04254000166013
"68",3639.7321311396,-5.04254000166013
"69",3694.05649130586,-5.04254000166013
"70",3748.38085147212,-5.04254000166013
"71",3802.70521163838,-5.04254000166013
"72",3857.02957180465,-5.04254000166013
"73",3911.35393197091,-5.03877408554585
"74",3965.67829213717,-5.03877408554585
"75",4020.00265230343,-5.03667572299552
"76",4074.3270124697,-5.01836263074224
"77",4128.65137263596,-5.0002652422747
"78",4182.97573280222,-5.0002652422747
"79",4237.30009296848,-5.0002652422747
"80",4291.62445313475,-5.0002652422747
"81",4345.94881330101,-4.99838856125142
"82",4400.27317346727,-4.99838856125142
"83",4454.59753363354,-4.99838856125142
"84",4508.9218937998,-4.99838856125142
"85",4563.24625396606,-4.99838856125142
"86",4617.57061413232,-4.99838856125142
"87",4671.89497429859,-4.99838856125142
"88",4726.21933446485,-4.99838856125142
"89",4780.54369463111,-4.99838856125142
"90",4834.86805479737,-4.99838856125142
"91",4889.19241496364,-4.99838856125142
"92",4943.5167751299,-4.99838856125142
"93",4997.84113529616,-4.99838856125142
"94",5052.16549546242,-4.99838856125142
"95",5106.48985562869,-4.99838856125142
"96",5160.81421579495,-4.99838856125142
"97",5215.13857596121,-4.99838856125142
"98",5269.46293612747,-4.99838856125142
"99",5323.78729629374,-4.99838856125142
"100",5378.11165646,-4.99838856125142
